Risk ID,Threat Key,Risk Description,Impact Description,CIA,Severity Level,Likelihood Level,Applied factors,Rationale,Considered Assumptions,Risk Score
T-O-CLOUD-ID-03,T-O-CLOUD-ID-03,"In the O-Cloud environment, improper management of object IDs can lead to overlaps, inconsistencies, unauthorized access, and operational disruptions.","Spoofing, Tampering, Information Disclosure, Repudiation, Elevation of Privilege, Denial of Service","C, I, A",High,High,"Adverse impacts (High),
 ZTA (High)","Adverse impacts (High) – Not security requirements yet for O-Cloud ID in O-RAN security specifications
 
 ZTA (High): reconnaissance, integrity, and availability type attacks",,High
T-ADMIN-01,T-ADMIN-01,"A successful attack could:
 - Lead to the inability to react to changing resource requirements
 - Operators may be unable to retrieve logs, telemetry data
 - Prevents the O-Cloud software update (VNFs/CNFs, VL) to exploit a known security flaw in the O-Cloud software",Denial of Service,A,Medium,Medium,"• Adverse impacts (Medium), 
 • ZTA (Medium)","Adverse impacts (Medium) – Requirements are defined for the protection against DoS attacks and for the protection of O-Cloud API and O2 interface in the O-RAN security specifications
 
 ZTA (Medium): Availability type attacks",REQ-SEC-DOS-1,Medium
T-ADMIN-02,T-ADMIN-02,"A successful attack could:
 - Deploy new instances and disrupt existing O-Cloud services
 - Submit compromised VM/Container images that unsuspecting tenants then use to initiate O-Cloud services
 - Extract business data, configuration data, user data and possibly credentials
 - Create backups of VM/Container instances or export VM/Container images","Tampering, Information disclosure, Denial of Service and Elevation of privilege","C, I, A",Medium,High,"• Adverse impacts (High), 
 • ZTA (High)","Adverse impacts (Medium) – Requirements are defined for the protection of O-Cloud API and O2 interface in the O-RAN security specifications
 
 ZTA (High): Reconnaissance and availability type attacks","REQ-SEC-PASS-1
 REQ-SEC-O2-1
 SEC-CTL-O2-2
 REQ-SEC-DOS-1",High
T-AIML-IM-1,T-AIML-IM-1,"A successful attack could:
 - Take alter a subset of the training data by inserting or modifying training samples",Integrity,I,High,Low,"• Impact on integrity (High) 
 • Threat event initiation (low)","• Impact on integrity: Bad training data will cause the model to behave incorrectly 
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-IM-2,T-AIML-IM-2,"A successful attack could:
 - generate adversarial examples in the model",Tampering,I,High,Low,"• Impact on integrity (High)
 • Threat event initiation (low)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-IM-3,T-AIML-IM-3,"A successful attack could:
 - mis-assign labels to training data",Tampering,I,High,Low,"• Impact on integrity (High)
 • Threat event initiation (low)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-IM-4,T-AIML-IM-4,"A successful attack could:
 - allow an adversary to submit queries to the model and receive predictions (either labels or model confidences) and confidential data",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)","• Impact on confidentiality: major change in normal AI/ML functioning
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-DP-01,T-AIML-DP-01,"A successful attack could:
 -inject poisoned data which can be consumed by AI/ML for training.",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs sophistication to execute",,High
T-AIML-DP-02,T-AIML-DP-02,"A successful attack could:
 -enable the attacker to get more details about the AI/ML algorithms being used and parameters configured if any",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs sophistication to execute",,High
T-AIML-DP-03,T-AIML-DP-03,"A successful attack could:
 - enable the attacker to modify the behaviour of AI/ML algorithm with slow poisoning",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs sophistication to execute",,High
T-AIML-MEI-01,T-AIML-MEI-01,A successful attack based on level of information available to attacker can result in disclosing specific individual’s data used in training the model,Information Disclosure,C,High,Medium,"• Impact on confidentiality (High)
 • Threat event initiation (Medium)","• Impact on confidentiality: Knowledge of information used in training gets exposed
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MEI-02,T-AIML-MEI-02,A successful attack based on analysis methods used by the attacker can result in disclosing specific individual’s data used in training the model,Information Disclosure,C,High,Medium,"• Impact on confidentiality (High)
 • Threat event initiation (Medium)","• Impact on confidentiality: Knowledge of information used in training gets exposed
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MEI-03,T-AIML-MEI-03,A successful target based attack can result in disclosing specific individual’s data or a group's data used in training the model,Information Disclosure,C,High,Medium,"• Impact on confidentiality (High)
 • Threat event initiation (Medium)","• Impact on confidentiality: Knowledge of information used in training gets exposed
 • Threat event initiation needs sophistication to execute",,High
T-AIML-ME-01,T-AIML-ME-01,"A successful attack could:
 -Cause theft of intellectual property
 -Undermine the original developer's competitive advantage",Confidentiality,C,High,Low,"• Impact on confidentiality (High) 
 • Threat event initiation (low)","• Impact on confidentiality: Disclosure of high value information 
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-ME-02,T-AIML-ME-02,"A successful attack could:
 -Cause privacy breaches",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)","• Impact on confidentiality: Disclosure of high value information
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-ME-03,T-AIML-ME-03,"A successful attack could:
 -allow adversarial attacks
 -allow targeted attacks",Tampering,I,High,Low,"• Impact on integrity (High)
 • Threat event initiation (low)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-MOI-01,T-AIML-MOI-01,"A successful attack could:
 - Cause disclosure of sensitive/proprietary data",Confidentiality,C,High,Medium,"• Impact on confidentiality (High) 
 • Threat event initiation (medium)","• Impact on confidentiality: Disclosure of high value information 
 • Threat event initiation: needs medium sophistication to execute",,High
T-AIML-MOI-02,T-AIML-MOI-02,"A successful attack could:
 - allow an attacker to reconstruct the original training data with higher accuracy",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)","• Impact on confidentiality: major change in normal AI/ML functioning
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-SC-01,T-AIML-SC-01,"A successful attack could:
 -corrupt or manipulate training datasets
 - cause degraded performance, wrong decisions, or even backdoors in the final system","Tampering, Denial of Service",IA,High,Medium,"• Impact on confidentiality (High)
 • Threat event initiation (Medium)",needs sophistication to execute,,High
T-AIML-SC-02,T-AIML-SC-02,"A successful attack could:
 -inject malicious code or logic into the AI model itself during training or deployment","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-SC-03,T-AIML-SC-03,"A successful attack could:
 -infect the model with malicious code that remains dormant until it receives a specific trigger","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-SC-04,T-AIML-SC-04,"A successful attack could:
 -manipulate the hardware used for AI processing, such as GPUs, ASICs, or FPGAs","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-SC-05,T-AIML-SC-05,"A successful attack could:
 -inject malicious code or exfiltrate sensitive information from the target system.","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-SC-06,T-AIML-SC-06,"A successful attack could:
 -insert vulnerabilities or backdoors that attackers can exploit","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-OI-01,T-AIML-OI-01,"A successful attack could cause :
 - service disruption of the O-RAN elements that are using configuration / policies derived from the manipulated output of a model .",Denial of Service,A,High,Medium,"• Impact on Availability (High)
 • Adverse impacts (Medium)","• Impact on Availability (High): Prolonged interruption of operations.
 • Adverse impacts (Medium) – O-RAN Alliance has specified security for O-RAN interfaces at the transport layers thereby mitigating access to O-RAN functions through the interfaces. The O-RAN Alliance has not yet specified security for regarding the Training or test data sets collected externally or internally, Trained ML model ,
 ML prediction results .",,High
T-AIML-OI-02,T-AIML-OI-02,AI/ML models are used to perform QoE optimization and QoE based traffic steering in O-RAN [i.14]. A carefully crafted manipulation of the output of AI/ML model can be used to degrade the QoE of a subscriber or a group of subscribers.,Tampering,I,High,Medium,"• Impact on Integrity (High)
 • Adverse impacts (Medium)","• Impact on Integrity (High): Major change in normal AI/ML system functioning.
 • Adverse impacts (Medium) – O-RAN Alliance has specified security for O-RAN interfaces at the transport layers thereby mitigating access to O-RAN functions through the interfaces. The O-RAN Alliance has not yet specified security for regarding the Training or test data sets collected externally or internally, Trained ML model ,
 ML prediction results .",,High
T-AIML-MP-01,T-AIML-MP-01,A successful attack can change the parameters file which will cause the model to make incorrect predictions.,Tampering,I,High,Medium,"• Impact on integrity (High)
  
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
  
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MP-02,T-AIML-MP-02,A successful attack can change the inference algorithm which will cause the model to make incorrect predictions.,Tampering,I,High,Medium,"• Impact on integrity (High)
  
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
  
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MP-03,T-AIML-MP-03,A successful attack can change the learning algorithm which will cause the model to make incorrect predictions.,Tampering,I,High,Medium,"• Impact on integrity (High)
  
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
  
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MP-04,T-AIML-MP-04,"A successful attack could:
 - create a Trojan trigger in the model
 -send malicious local model updates in federated learning",Integrity,I,High,Low,"• Impact on integriity (High)
 • Threat event initiation (low)","• Impact on integrity: Disclosure of high value information
 • Threat event initiation: needs high sophistication to execute",,Medium
T-AIML-MS-01,T-AIML-MS-01,"A successful attack could:
 modify data which can result in a skewed trained model resulting in incorrect ML output",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation needs sophistication to execute",,High
T-AIML-MS-02,T-AIML-MS-02,"A successful attack could:
 manipulate the feedback mechanism used by AI/ML for continuous improvement during deployment, which can be result in a skewed trained model resulting in incorrect ML output",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)","• Impact on integrity: major change in normal AI/ML functioning
 • Threat event initiation needs sophistication to execute",,High
T-AIML-TL-01,T-AIML-TL-01,"A successful attack could:
 -corrupt or manipulate training datasets
 - cause degraded performance, wrong decisions, or even backdoors in the final system",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)",needs sophistication to execute,,High
T-AIML-TL-02,T-AIML-TL-02,"A successful attack could:
 - extract sensitive information about its architecture and parameters",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-TL-03,T-AIML-TL-03,"A successful attack could:
 - bypass security systems or cause misclassifications in critical applications like self-driving cars or healthcare.",Tampering,I,High,Low,"• Impact on integrity (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-TL-04,T-AIML-TL-04,"A successful attack could:
 -infect the model with malicious code that remains dormant until it receives a specific trigger","Tampering, Confidentiality",CI,High,Low,"• Impact on confidentiality and integrity (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-EL-01,T-AIML-EL-01,"A successful attack could:
 - deduce the structure of the neural network, including the types of layers, their sequence, and possibly hyperparameters",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (Low)",needs high sophistication to execute,,Medium
T-AIML-EL-02,T-AIML-EL-02,"A successful attack could:
 - make inferences about the input data, potentially leading to privacy breaches, especially if the data is sensitive",Confidentiality,C,High,Low,"• Impact on confidentiality (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-EL-03,T-AIML-EL-03,"A successful attack could:
 - maximize energy consumption or computation time, leading to a denial of service by overloading the system or draining battery life.",Denial of Service,A,High,Low,"• Impact on availability (High)
 • Threat event initiation (low)",needs high sophistication to execute,,Medium
T-AIML-EV-01,T-AIML-EV-01,"A successful attack could:
 - Compromise Authentication Systems tricking AI/ML systems into granting access to unauthorized users
 - Undermine Integrity of Data by tricking AI/ML systems into drawing incorrect conclusions",Tampering,I,High,Medium,"• Impact on integrity (High)
 • Threat event initiation (Medium)",needs sophistication to execute,,High
T-TS-01,T-TS-01,Disruption or manipulation of the time synchronization process within the O-Cloud environment can lead to severe security and operational issues.,"An attacker may target the time synchronization mechanisms to alter time settings across nodes, leading to data integrity loss, authentication and authorization bypass, and operational disruption.","I, A",High,Medium,"Impact of Integrity and Availability (High)
  
 Threat Event Initiation (Medium)","Impact of Integrity and Availability (High): due to potential widespread operational and security impacts, including data integrity loss and operational disruptions affecting multiple nodes.
  
 Threat Event Initiation (Medium): it requires elevated privileges to modify time synchronization settings.",,High
